,SJ,Date,PM10.SJ,PM25.SJ,Address.SJ,IG,PM10.IG,PM25.IG,Address.IG,GC,PM10.GC,PM25.GC,Address.GC
1,서울 중구,2018010101,34,19,서울 중구 덕수궁길 15,인천 강화군,36,18,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,35,7,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
2,서울 중구,2018010102,27,14,서울 중구 덕수궁길 15,인천 강화군,37,22,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,41,23,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
3,서울 중구,2018010103,26,14,서울 중구 덕수궁길 15,인천 강화군,37,20,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,42,20,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
4,서울 중구,2018010104,26,15,서울 중구 덕수궁길 15,인천 강화군,37,16,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,40,18,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
5,서울 중구,2018010105,28,16,서울 중구 덕수궁길 15,인천 강화군,40,21,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,32,13,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
6,서울 중구,2018010106,29,17,서울 중구 덕수궁길 15,인천 강화군,35,17,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,27,17,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
7,서울 중구,2018010107,28,16,서울 중구 덕수궁길 15,인천 강화군,34,16,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,27,14,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
8,서울 중구,2018010108,27,14,서울 중구 덕수궁길 15,인천 강화군,33,21,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,33,18,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
9,서울 중구,2018010109,27,14,서울 중구 덕수궁길 15,인천 강화군,40,18,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,42,27,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
10,서울 중구,2018010110,25,12,서울 중구 덕수궁길 15,인천 강화군,37,15,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,48,28,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
11,서울 중구,2018010111,31,16,서울 중구 덕수궁길 15,인천 강화군,52,34,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,58,32,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
12,서울 중구,2018010112,30,17,서울 중구 덕수궁길 15,인천 강화군,52,35,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,59,33,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
13,서울 중구,2018010113,24,13,서울 중구 덕수궁길 15,인천 강화군,51,32,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,60,34,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
14,서울 중구,2018010114,31,17,서울 중구 덕수궁길 15,인천 강화군,40,17,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,53,22,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
15,서울 중구,2018010115,41,23,서울 중구 덕수궁길 15,인천 강화군,46,23,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,32,13,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
16,서울 중구,2018010116,42,21,서울 중구 덕수궁길 15,인천 강화군,35,12,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,38,13,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
17,서울 중구,2018010117,40,21,서울 중구 덕수궁길 15,인천 강화군,46,23,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,40,10,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
18,서울 중구,2018010118,37,19,서울 중구 덕수궁길 15,인천 강화군,44,17,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,50,16,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
19,서울 중구,2018010119,39,22,서울 중구 덕수궁길 15,인천 강화군,47,27,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,52,18,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
20,서울 중구,2018010120,38,21,서울 중구 덕수궁길 15,인천 강화군,46,26,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,46,26,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
21,서울 중구,2018010121,38,21,서울 중구 덕수궁길 15,인천 강화군,43,26,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,41,23,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
22,서울 중구,2018010122,38,20,서울 중구 덕수궁길 15,인천 강화군,54,33,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,47,22,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
23,서울 중구,2018010123,41,23,서울 중구 덕수궁길 15,인천 강화군,64,50,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,51,23,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
24,서울 중구,2018010124,37,22,서울 중구 덕수궁길 15,인천 강화군,88,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,48,27,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
25,서울 중구,2018010201,40,24,서울 중구 덕수궁길 15,인천 강화군,52,33,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,47,24,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
26,서울 중구,2018010202,36,22,서울 중구 덕수궁길 15,인천 강화군,47,26,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,56,26,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
27,서울 중구,2018010203,37,24,서울 중구 덕수궁길 15,인천 강화군,56,38,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,49,31,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
28,서울 중구,2018010204,36,22,서울 중구 덕수궁길 15,인천 강화군,54,37,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,39,24,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
29,서울 중구,2018010205,40,26,서울 중구 덕수궁길 15,인천 강화군,53,36,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,42,24,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
30,서울 중구,2018010206,42,26,서울 중구 덕수궁길 15,인천 강화군,52,39,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,46,37,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
31,서울 중구,2018010207,44,28,서울 중구 덕수궁길 15,인천 강화군,42,24,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,42,32,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
32,서울 중구,2018010208,41,26,서울 중구 덕수궁길 15,인천 강화군,44,25,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,45,28,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
33,서울 중구,2018010209,44,29,서울 중구 덕수궁길 15,인천 강화군,50,29,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,58,40,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
34,서울 중구,2018010210,45,30,서울 중구 덕수궁길 15,인천 강화군,47,26,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,45,44,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
35,서울 중구,2018010211,44,27,서울 중구 덕수궁길 15,인천 강화군,47,27,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,70,49,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
36,서울 중구,2018010212,37,22,서울 중구 덕수궁길 15,인천 강화군,42,25,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,98,48,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
37,서울 중구,2018010213,34,20,서울 중구 덕수궁길 15,인천 강화군,38,17,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,74,51,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
38,서울 중구,2018010214,30,18,서울 중구 덕수궁길 15,인천 강화군,32,10,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,54,25,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
39,서울 중구,2018010215,26,14,서울 중구 덕수궁길 15,인천 강화군,35,16,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,36,10,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
40,서울 중구,2018010216,25,14,서울 중구 덕수궁길 15,인천 강화군,31,13,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,30,7,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
41,서울 중구,2018010217,21,12,서울 중구 덕수궁길 15,인천 강화군,31,10,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,31,7,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
42,서울 중구,2018010218,22,12,서울 중구 덕수궁길 15,인천 강화군,25,9,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,29,6,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
43,서울 중구,2018010219,20,11,서울 중구 덕수궁길 15,인천 강화군,30,17,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,25,5,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
44,서울 중구,2018010220,21,11,서울 중구 덕수궁길 15,인천 강화군,33,10,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,33,16,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
45,서울 중구,2018010221,19,12,서울 중구 덕수궁길 15,인천 강화군,28,17,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,25,12,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
46,서울 중구,2018010222,19,12,서울 중구 덕수궁길 15,인천 강화군,25,15,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,36,11,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
47,서울 중구,2018010223,25,15,서울 중구 덕수궁길 15,인천 강화군,34,16,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,40,15,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
48,서울 중구,2018010224,23,15,서울 중구 덕수궁길 15,인천 강화군,33,19,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,35,13,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
49,서울 중구,2018010301,31,18,서울 중구 덕수궁길 15,인천 강화군,39,15,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,30,15,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
50,서울 중구,2018010302,27,18,서울 중구 덕수궁길 15,인천 강화군,37,19,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,29,11,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
51,서울 중구,2018010303,28,19,서울 중구 덕수궁길 15,인천 강화군,36,17,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,25,16,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
52,서울 중구,2018010304,29,18,서울 중구 덕수궁길 15,인천 강화군,43,21,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,35,22,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
53,서울 중구,2018010305,34,18,서울 중구 덕수궁길 15,인천 강화군,36,19,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,28,18,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
54,서울 중구,2018010306,33,18,서울 중구 덕수궁길 15,인천 강화군,38,21,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,36,22,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
55,서울 중구,2018010307,32,20,서울 중구 덕수궁길 15,인천 강화군,35,15,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,36,34,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
56,서울 중구,2018010308,35,19,서울 중구 덕수궁길 15,인천 강화군,43,18,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,48,20,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
57,서울 중구,2018010309,39,21,서울 중구 덕수궁길 15,인천 강화군,44,19,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,56,28,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
58,서울 중구,2018010310,35,18,서울 중구 덕수궁길 15,인천 강화군,36,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,73,37,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
59,서울 중구,2018010311,36,21,서울 중구 덕수궁길 15,인천 강화군,40,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,61,41,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
60,서울 중구,2018010312,35,19,서울 중구 덕수궁길 15,인천 강화군,40,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,58,25,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
61,서울 중구,2018010313,29,17,서울 중구 덕수궁길 15,인천 강화군,38.50195833,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,40,20,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
62,서울 중구,2018010314,30,17,서울 중구 덕수궁길 15,인천 강화군,38.50195833,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,44,20,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
63,서울 중구,2018010315,26,16,서울 중구 덕수궁길 15,인천 강화군,38.50195833,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,35,13,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
64,서울 중구,2018010316,24,14,서울 중구 덕수궁길 15,인천 강화군,38.50195833,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,32,16,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
65,서울 중구,2018010317,25,16,서울 중구 덕수궁길 15,인천 강화군,38,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,40,16,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
66,서울 중구,2018010318,26,15,서울 중구 덕수궁길 15,인천 강화군,26,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,34,9,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
67,서울 중구,2018010319,26,16,서울 중구 덕수궁길 15,인천 강화군,30,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,27,13,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
68,서울 중구,2018010320,25,16,서울 중구 덕수궁길 15,인천 강화군,36,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,26,13,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
69,서울 중구,2018010321,23,15,서울 중구 덕수궁길 15,인천 강화군,35,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,28,13,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
70,서울 중구,2018010322,26,16,서울 중구 덕수궁길 15,인천 강화군,41,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,47,18,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
71,서울 중구,2018010323,29,19,서울 중구 덕수궁길 15,인천 강화군,39,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,53,25,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
72,서울 중구,2018010324,27,18,서울 중구 덕수궁길 15,인천 강화군,35,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,46,27,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
73,서울 중구,2018010401,30,18,서울 중구 덕수궁길 15,인천 강화군,42,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,48,27,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
74,서울 중구,2018010402,29,16,서울 중구 덕수궁길 15,인천 강화군,36,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,40,21,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
75,서울 중구,2018010403,30,17,서울 중구 덕수궁길 15,인천 강화군,31,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,33,18,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
76,서울 중구,2018010404,29,16,서울 중구 덕수궁길 15,인천 강화군,29,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,38,25,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
77,서울 중구,2018010405,29,18,서울 중구 덕수궁길 15,인천 강화군,24,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,43,28,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
78,서울 중구,2018010406,28,14,서울 중구 덕수궁길 15,인천 강화군,26,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,37,23,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
79,서울 중구,2018010407,29,13,서울 중구 덕수궁길 15,인천 강화군,29,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,41,24,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
80,서울 중구,2018010408,28,16,서울 중구 덕수궁길 15,인천 강화군,28,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,46,26,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
81,서울 중구,2018010409,31,16,서울 중구 덕수궁길 15,인천 강화군,39,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,51,31,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
82,서울 중구,2018010410,31,17,서울 중구 덕수궁길 15,인천 강화군,34,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,56,34,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
83,서울 중구,2018010411,37,24,서울 중구 덕수궁길 15,인천 강화군,38,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,55,39,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
84,서울 중구,2018010412,38,23,서울 중구 덕수궁길 15,인천 강화군,37,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,72,40,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
85,서울 중구,2018010413,43,27,서울 중구 덕수궁길 15,인천 강화군,39,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,74,45,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
86,서울 중구,2018010414,43,28,서울 중구 덕수궁길 15,인천 강화군,37,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,52,31,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
87,서울 중구,2018010415,50,32,서울 중구 덕수궁길 15,인천 강화군,35,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,48,23,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
88,서울 중구,2018010416,46,29,서울 중구 덕수궁길 15,인천 강화군,41,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,53,24,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
89,서울 중구,2018010417,53,32,서울 중구 덕수궁길 15,인천 강화군,47,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,48,25,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
90,서울 중구,2018010418,48,32,서울 중구 덕수궁길 15,인천 강화군,50,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,57,25,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
91,서울 중구,2018010419,48,33,서울 중구 덕수궁길 15,인천 강화군,46,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,55,31,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
92,서울 중구,2018010420,47,31,서울 중구 덕수궁길 15,인천 강화군,56,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,64,33,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
93,서울 중구,2018010421,49,33,서울 중구 덕수궁길 15,인천 강화군,50,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,66,33,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
94,서울 중구,2018010422,44,28,서울 중구 덕수궁길 15,인천 강화군,44,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,71,38,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
95,서울 중구,2018010423,45,29,서울 중구 덕수궁길 15,인천 강화군,48,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,58,37,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
96,서울 중구,2018010424,44,30,서울 중구 덕수궁길 15,인천 강화군,47,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,66,35,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
97,서울 중구,2018010501,48,33,서울 중구 덕수궁길 15,인천 강화군,48,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,72,50,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
98,서울 중구,2018010502,45,30,서울 중구 덕수궁길 15,인천 강화군,53,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,64,43,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
99,서울 중구,2018010503,50,33,서울 중구 덕수궁길 15,인천 강화군,54,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,55,32,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
100,서울 중구,2018010504,49,34,서울 중구 덕수궁길 15,인천 강화군,46,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,51,35,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
101,서울 중구,2018010505,50,36,서울 중구 덕수궁길 15,인천 강화군,48,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,49,37,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
102,서울 중구,2018010506,46,34,서울 중구 덕수궁길 15,인천 강화군,59,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,41,34,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
103,서울 중구,2018010507,48,36,서울 중구 덕수궁길 15,인천 강화군,61,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,42,33,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
104,서울 중구,2018010508,48,32,서울 중구 덕수궁길 15,인천 강화군,55,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,47,34,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
105,서울 중구,2018010509,53,35,서울 중구 덕수궁길 15,인천 강화군,60,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,51,42,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
106,서울 중구,2018010510,47,29,서울 중구 덕수궁길 15,인천 강화군,54,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,59,48,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
107,서울 중구,2018010511,46,31,서울 중구 덕수궁길 15,인천 강화군,63,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,74,54,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
108,서울 중구,2018010512,50,34,서울 중구 덕수궁길 15,인천 강화군,60,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,87,51,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
109,서울 중구,2018010513,58,40,서울 중구 덕수궁길 15,인천 강화군,64,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,75,48,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
110,서울 중구,2018010514,70,49,서울 중구 덕수궁길 15,인천 강화군,57,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,57,40,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
111,서울 중구,2018010515,67,50,서울 중구 덕수궁길 15,인천 강화군,50,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,57,35,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
112,서울 중구,2018010516,43,27,서울 중구 덕수궁길 15,인천 강화군,58,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,46,36,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
113,서울 중구,2018010517,30,18,서울 중구 덕수궁길 15,인천 강화군,60,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,53,36,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
114,서울 중구,2018010518,34,22,서울 중구 덕수궁길 15,인천 강화군,57,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,69,41,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
115,서울 중구,2018010519,39,28,서울 중구 덕수궁길 15,인천 강화군,57,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,64,40,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
116,서울 중구,2018010520,42,28,서울 중구 덕수궁길 15,인천 강화군,59,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,51,36,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
117,서울 중구,2018010521,45,29,서울 중구 덕수궁길 15,인천 강화군,65,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,45,27,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
118,서울 중구,2018010522,44,30,서울 중구 덕수궁길 15,인천 강화군,58,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,46,31,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
119,서울 중구,2018010523,48,33,서울 중구 덕수궁길 15,인천 강화군,52,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,51,27,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
120,서울 중구,2018010524,49,34,서울 중구 덕수궁길 15,인천 강화군,53,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,50,28,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
121,서울 중구,2018010601,53,34,서울 중구 덕수궁길 15,인천 강화군,54,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,56,40,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
122,서울 중구,2018010602,45,31,서울 중구 덕수궁길 15,인천 강화군,54,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,52,38,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
123,서울 중구,2018010603,46,30,서울 중구 덕수궁길 15,인천 강화군,50,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,48,32,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
124,서울 중구,2018010604,41,29,서울 중구 덕수궁길 15,인천 강화군,46,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,48,33,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
125,서울 중구,2018010605,42,28,서울 중구 덕수궁길 15,인천 강화군,48,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,50,39,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
126,서울 중구,2018010606,37,26,서울 중구 덕수궁길 15,인천 강화군,42,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,55,41,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
127,서울 중구,2018010607,42,27,서울 중구 덕수궁길 15,인천 강화군,40,19.54642314,인천 강화군 송해면 전망대로 29(솔정리),강원 춘천시,55,36,강원 춘천시 중앙로길 135(중앙로 3가 67-1)
