"","t","zr"
"1",0,0.104692960744418
"2",0.00273972602739726,0.104692960744418
"3",0.00547945205479452,0.104692960744418
"4",0.00821917808219178,0.104692960744418
"5",0.010958904109589,0.104692960744418
"6",0.0136986301369863,0.104692960744418
"7",0.0164383561643836,0.104692960744418
"8",0.0191780821917808,0.104692960744418
"9",0.0219178082191781,0.104692960744418
"10",0.0246575342465753,0.104692960744418
"11",0.0273972602739726,0.104692960744418
"12",0.0301369863013699,0.104692960744418
"13",0.0328767123287671,0.104692960744418
"14",0.0356164383561644,0.104692960744418
"15",0.0383561643835616,0.104692960744418
"16",0.0410958904109589,0.104692960744418
"17",0.0438356164383562,0.104692960744418
"18",0.0465753424657534,0.104692960744418
"19",0.0493150684931507,0.104692960744418
"20",0.0520547945205479,0.104692960744418
"21",0.0547945205479452,0.104692960744418
"22",0.0575342465753425,0.104692960744418
"23",0.0602739726027397,0.104692960744418
"24",0.063013698630137,0.104692960744418
"25",0.0657534246575343,0.104692960744418
"26",0.0684931506849315,0.104692960744418
"27",0.0712328767123288,0.104692960744418
"28",0.073972602739726,0.104692960744418
"29",0.0767123287671233,0.104692960744418
"30",0.0794520547945206,0.104692960744418
"31",0.0821917808219178,0.104692960744418
"32",0.0849315068493151,0.104692960744418
"33",0.0876712328767123,0.104692960744418
"34",0.0904109589041096,0.104692960744418
"35",0.0931506849315069,0.104692960744418
"36",0.0958904109589041,0.104692960744418
"37",0.0986301369863014,0.104692960744418
"38",0.101369863013699,0.104692960744418
"39",0.104109589041096,0.104692960744418
"40",0.106849315068493,0.104692960744418
"41",0.10958904109589,0.104692960744418
"42",0.112328767123288,0.104692960744418
"43",0.115068493150685,0.104692960744418
"44",0.117808219178082,0.104692960744418
"45",0.120547945205479,0.104692960744418
"46",0.123287671232877,0.104692960744418
"47",0.126027397260274,0.104692960744418
"48",0.128767123287671,0.104692960744418
"49",0.131506849315069,0.104692960744418
"50",0.134246575342466,0.104692960744418
"51",0.136986301369863,0.104692960744418
"52",0.13972602739726,0.104692960744418
"53",0.142465753424658,0.104692960744418
"54",0.145205479452055,0.104692960744418
"55",0.147945205479452,0.104692960744418
"56",0.150684931506849,0.104692960744418
"57",0.153424657534247,0.104692960744418
"58",0.156164383561644,0.104692960744418
"59",0.158904109589041,0.104692960744418
"60",0.161643835616438,0.104692960744418
"61",0.164383561643836,0.104692960744418
"62",0.167123287671233,0.104692960744418
"63",0.16986301369863,0.104692960744418
"64",0.172602739726027,0.104692960744418
"65",0.175342465753425,0.104692960744418
"66",0.178082191780822,0.104692960744418
"67",0.180821917808219,0.104692960744418
"68",0.183561643835616,0.104692960744418
"69",0.186301369863014,0.104692960744418
"70",0.189041095890411,0.104692960744418
"71",0.191780821917808,0.104692960744418
"72",0.194520547945205,0.104692960744418
"73",0.197260273972603,0.104692960744418
"74",0.2,0.104692960744418
"75",0.202739726027397,0.104692960744418
"76",0.205479452054795,0.104692960744418
"77",0.208219178082192,0.104692960744418
"78",0.210958904109589,0.104692960744418
"79",0.213698630136986,0.104692960744418
"80",0.216438356164384,0.104692960744418
"81",0.219178082191781,0.104692960744418
"82",0.221917808219178,0.104692960744418
"83",0.224657534246575,0.104692960744418
"84",0.227397260273973,0.104692960744418
"85",0.23013698630137,0.104692960744418
"86",0.232876712328767,0.104692960744418
"87",0.235616438356164,0.104692960744418
"88",0.238356164383562,0.104692960744418
"89",0.241095890410959,0.104692960744418
"90",0.243835616438356,0.104692960744418
"91",0.246575342465753,0.104692960744418
"92",0.249315068493151,0.104692960744418
"93",0.252054794520548,0.104692960744418
"94",0.254794520547945,0.104692960744418
"95",0.257534246575342,0.104692960744418
